scanId,entryId,scanGroupIndex,Frequency,MacAddress,SSID,Strength
6467,24,2,5785,2c:fe:e2:59:d0:c2,Horion_e9,-63
6468,24,2,2412,ba:61:33:5d:51:8b,Oggy,-66
6469,24,2,2437,7a:ec:99:a0:87:01,Abhishek's A55,-52
6470,24,2,2412,7a:ae:58:61:a1:27,NK,-70
6471,24,2,5785,c6:10:ef:ee:57:ec,pixel,-73
6472,24,2,5745,ee:ec:4e:98:5f:81,,-79
6473,24,2,5745,36:62:f9:a1:88:63,CSE OFFICE,-93
6474,24,2,2437,4e:e8:ef:1a:c1:95,Mahdi,-69
6475,24,2,5785,c2:3b:04:a2:01:1f,getIP().hackDevice(),-78
6476,24,2,2437,8e:fa:5f:79:06:05,Ei j eta amar wifi,-70
6477,24,3,5785,62:d5:76:41:44:83,Pixel,-78
6478,24,3,2412,8e:94:a9:8d:65:5b,vivo Y27s,-64
6479,24,3,2447,34:60:f9:a1:88:62,,-64
6480,24,3,5785,2c:fe:e2:59:d0:c2,Horion_e9,-63
6481,24,3,2412,ba:61:33:5d:51:8b,Oggy,-66
6482,24,3,2437,7a:ec:99:a0:87:01,Abhishek's A55,-52
6483,24,3,2412,7a:ae:58:61:a1:27,NK,-70
6484,24,3,5785,c6:10:ef:ee:57:ec,pixel,-73
6485,24,3,5745,ee:ec:4e:98:5f:81,,-79
6486,24,3,5745,36:62:f9:a1:88:63,CSE OFFICE,-93
6487,24,3,2437,4e:e8:ef:1a:c1:95,Mahdi,-69
6488,24,3,5785,c2:3b:04:a2:01:1f,getIP().hackDevice(),-78
6489,24,3,2437,8e:fa:5f:79:06:05,Ei j eta amar wifi,-70
6490,24,4,5785,62:d5:76:41:44:83,Pixel,-78
6491,24,4,2412,8e:94:a9:8d:65:5b,vivo Y27s,-64
6492,24,4,2447,34:60:f9:a1:88:62,,-64
6493,24,4,5785,2c:fe:e2:59:d0:c2,Horion_e9,-63
6494,24,4,2412,ba:61:33:5d:51:8b,Oggy,-66
6495,24,4,2437,7a:ec:99:a0:87:01,Abhishek's A55,-52
6496,24,4,2412,7a:ae:58:61:a1:27,NK,-70
6497,24,4,5785,c6:10:ef:ee:57:ec,pixel,-73
6498,24,4,5745,ee:ec:4e:98:5f:81,,-79
6499,24,4,5745,36:62:f9:a1:88:63,CSE OFFICE,-93
6500,24,4,2437,4e:e8:ef:1a:c1:95,Mahdi,-69
6501,24,4,5785,c2:3b:04:a2:01:1f,getIP().hackDevice(),-78
6502,24,4,2437,8e:fa:5f:79:06:05,Ei j eta amar wifi,-70
6503,24,5,5785,62:d5:76:41:44:83,Pixel,-78
6504,24,5,2412,8e:94:a9:8d:65:5b,vivo Y27s,-64
6505,24,5,2447,34:60:f9:a1:88:62,,-64
6506,24,5,5785,2c:fe:e2:59:d0:c2,Horion_e9,-63
6507,24,5,2412,ba:61:33:5d:51:8b,Oggy,-66
6508,24,5,2437,7a:ec:99:a0:87:01,Abhishek's A55,-52
6509,24,5,2412,7a:ae:58:61:a1:27,NK,-70
6510,24,5,5785,c6:10:ef:ee:57:ec,pixel,-73
6511,24,5,5745,ee:ec:4e:98:5f:81,,-79
6512,24,5,5745,36:62:f9:a1:88:63,CSE OFFICE,-93
6513,24,5,2437,4e:e8:ef:1a:c1:95,Mahdi,-69
6514,24,5,5785,c2:3b:04:a2:01:1f,getIP().hackDevice(),-78
6515,24,5,2437,8e:fa:5f:79:06:05,Ei j eta amar wifi,-70
6516,24,6,5785,62:d5:76:41:44:83,Pixel,-78
6517,24,6,2412,8e:94:a9:8d:65:5b,vivo Y27s,-64
6518,24,6,2447,34:60:f9:a1:88:62,,-64
6519,24,6,5785,2c:fe:e2:59:d0:c2,Horion_e9,-63
6520,24,6,2412,ba:61:33:5d:51:8b,Oggy,-66
6521,24,6,2437,7a:ec:99:a0:87:01,Abhishek's A55,-52
6522,24,6,2412,7a:ae:58:61:a1:27,NK,-70
6523,24,6,5785,c6:10:ef:ee:57:ec,pixel,-73
6524,24,6,5745,ee:ec:4e:98:5f:81,,-79
6525,24,6,5745,36:62:f9:a1:88:63,CSE OFFICE,-93
6526,24,6,2437,4e:e8:ef:1a:c1:95,Mahdi,-69
6527,24,6,5785,c2:3b:04:a2:01:1f,getIP().hackDevice(),-78
6528,24,6,2437,8e:fa:5f:79:06:05,Ei j eta amar wifi,-70
6529,24,7,5785,62:d5:76:41:44:83,Pixel,-78
6530,24,7,2412,8e:94:a9:8d:65:5b,vivo Y27s,-64
6531,24,7,2447,34:60:f9:a1:88:62,,-64
6532,24,7,5785,2c:fe:e2:59:d0:c2,Horion_e9,-63
