scanId,entryId,scanGroupIndex,Frequency,MacAddress,SSID,Strength
10092,38,11,5785,bc:22:28:21:09:b8,,-82
10093,38,11,5745,52:29:6f:70:e8:02,Shakshor,-71
10094,38,11,5785,bc:22:28:21:09:21,CSE-205,-74
10095,38,11,2462,34:e8:94:10:7d:fa,Hall of Fame,-71
10096,38,11,2412,56:24:f1:d4:40:ff,Redmi Note 10,-60
10097,38,11,5805,36:62:f9:a1:88:63,CSE OFFICE,-84
10098,38,11,5805,36:62:f9:a1:88:57,CSE OFFICE,-82
10099,38,12,5180,60:63:4c:31:37:48,dlink,-93
10100,38,12,2462,02:83:7e:72:2b:0b,realme C12i,-73
10101,38,12,5805,34:60:f9:a1:88:57,,-89
10102,38,12,2462,26:94:5a:1b:90:4d,Tatakae🥷,-72
10103,38,12,5765,bc:22:28:21:55:6c,,-85
10104,38,12,5765,bc:22:28:21:55:6b,CSE-104,-86
10105,38,12,2457,36:20:f9:a1:88:56,CSE OFFICE,-63
10106,38,12,2412,00:22:b0:05:f3:bc,CSE-204,-68
10107,38,12,5745,52:29:6f:70:e8:02,Shakshor,-93
10108,38,12,5785,bc:22:28:21:09:22,,-87
10109,38,12,5785,bc:22:28:21:09:21,CSE-205,-86
10110,38,12,2462,34:e8:94:10:7d:fa,Hall of Fame,-72
10111,38,12,5805,36:62:f9:a1:88:57,CSE OFFICE,-86
10112,38,13,5180,60:63:4c:31:37:48,dlink,-93
10113,38,13,2462,02:83:7e:72:2b:0b,realme C12i,-73
10114,38,13,5805,34:60:f9:a1:88:57,,-89
10115,38,13,2462,26:94:5a:1b:90:4d,Tatakae🥷,-72
10116,38,13,5765,bc:22:28:21:55:6c,,-85
10117,38,13,5765,bc:22:28:21:55:6b,CSE-104,-86
10118,38,13,2457,36:20:f9:a1:88:56,CSE OFFICE,-63
10119,38,13,2412,00:22:b0:05:f3:bc,CSE-204,-68
10120,38,13,5745,52:29:6f:70:e8:02,Shakshor,-93
10121,38,13,5785,bc:22:28:21:09:22,,-87
10122,38,13,5785,bc:22:28:21:09:21,CSE-205,-86
10123,38,13,2462,34:e8:94:10:7d:fa,Hall of Fame,-72
10124,38,13,5805,36:62:f9:a1:88:57,CSE OFFICE,-86
10125,38,14,2422,24:2f:d0:88:4c:62,,-79
10126,38,14,5180,60:63:4c:31:37:48,dlink,-85
10127,38,14,2462,02:83:7e:72:2b:0b,realme C12i,-73
10128,38,14,5805,34:60:f9:a1:88:57,,-89
10129,38,14,5805,34:60:f9:a1:88:63,,-90
10130,38,14,2462,26:94:5a:1b:90:4d,Tatakae🥷,-72
10131,38,14,2412,9a:a0:3f:22:6e:8f,Jibonjuddhe Here Jacchi,-76
10132,38,14,5765,bc:22:28:21:55:6c,,-85
10133,38,14,5765,bc:22:28:21:55:6b,CSE-104,-85
10134,38,14,2457,36:20:f9:a1:88:56,CSE OFFICE,-63
10135,38,14,2412,18:0f:76:c3:06:8d,CSE-304,-42
10136,38,14,2422,24:2f:d0:88:39:a2,,-68
10137,38,14,2412,00:22:b0:05:f3:bc,CSE-204,-68
10138,38,14,5785,bc:22:28:21:09:b8,,-80
10139,38,14,5785,bc:22:28:21:09:b7,,-81
10140,38,14,5745,52:29:6f:70:e8:02,Shakshor,-79
10141,38,14,5785,bc:22:28:21:09:22,,-87
10142,38,14,5785,bc:22:28:21:09:21,CSE-205,-71
10143,38,14,2462,34:e8:94:10:7d:fa,Hall of Fame,-72
10144,38,14,2457,34:60:f9:a1:8b:8e,,-82
10145,38,14,5805,36:62:f9:a1:88:63,CSE OFFICE,-90
10146,38,14,5805,36:62:f9:a1:88:57,CSE OFFICE,-83
10147,38,15,2422,24:2f:d0:88:4c:62,,-79
10148,38,15,5180,60:63:4c:31:37:48,dlink,-85
10149,38,15,5805,34:60:f9:a1:88:63,,-90
10150,38,15,2412,9a:a0:3f:22:6e:8f,Jibonjuddhe Here Jacchi,-76
10151,38,15,5765,bc:22:28:21:55:6b,CSE-104,-85
10152,38,15,2412,18:0f:76:c3:06:8d,CSE-304,-42
10153,38,15,2422,24:2f:d0:88:39:a2,,-68
10154,38,15,5785,bc:22:28:21:09:b8,,-80
10155,38,15,5785,bc:22:28:21:09:b7,,-81
10156,38,15,5745,52:29:6f:70:e8:02,Shakshor,-79
