entryId,numOfScans,macAddress,ssid,countOfMac,avgStrength,stdDev,avgStrengthNoOutliers,countNoOutliers,stdDevNoOutliers
38,20,60:63:4c:31:37:40,CSE-303,7,-65.86,11.61,-68.0,4,8.66
38,20,5e:a9:31:22:bb:0a,CSE-LAB,7,-68.86,4.22,-70.25,4,3.63
38,20,36:20:f9:a1:88:62,CSE OFFICE,10,-72.1,4.32,-71.83,6,3.29
38,20,36:20:f9:a1:88:56,CSE OFFICE,9,-62.22,0.63,-62.33,6,0.47
38,20,30:b5:c2:ea:5b:44,DataLab@BUET,5,-75.6,1.96,-75.33,3,1.89
38,20,bc:22:28:21:09:24,CSE-205,6,-69.5,1.5,-70.0,3,1.41
38,20,bc:22:28:21:55:6e,CSE-104,5,-72.6,2.94,-73.0,3,2.83
38,20,34:e8:94:10:7d:fa,Hall of Fame,6,-71.5,0.5,-71.67,3,0.47
38,20,70:4c:a5:95:b6:00,BUET-Free-WiFi,3,-87.0,0.0,-87.0,3,0.0
39,14,bc:22:28:21:55:6b,CSE-104,5,-77.2,10.17,-74.67,3,2.49
39,14,36:20:f9:a1:88:62,CSE OFFICE,3,-67.0,2.83,-67.0,3,2.83
